OBJECTID,Type,Provider,Latitude,Longitude,X,Y,Location_T,City,Borough Name
8320,Free,LinkNYC - Citybridge,40.806385,-73.916245,1007436.496,233075.8758,Outdoor Kiosk,Bronx,Bronx
8321,Free,LinkNYC - Citybridge,40.814471,-73.912954,1008344.648,236022.7665,Outdoor Kiosk,Bronx,Bronx
8322,Free,LinkNYC - Citybridge,40.806287,-73.917955,1006963.182,233039.6465,Outdoor Kiosk,Bronx,Bronx
8323,Free,LinkNYC - Citybridge,40.814394,-73.915181,1007728.42,235994.241,Outdoor Kiosk,Bronx,Bronx
8324,Free,LinkNYC - Citybridge,40.812841,-73.916074,1007481.582,235428.0912,Outdoor Kiosk,Bronx,Bronx
8325,Free,LinkNYC - Citybridge,40.807108,-73.918343,1006855.538,233338.7155,Outdoor Kiosk,Bronx,Bronx
8326,Free,LinkNYC - Citybridge,40.812127,-73.920552,1006242.215,235166.6833,Outdoor Kiosk,Bronx,Bronx
8327,Free,LinkNYC - Citybridge,40.819394,-73.916163,1007454.721,237815.6475,Outdoor Kiosk,Bronx,Bronx
8328,Free,LinkNYC - Citybridge,40.822112,-73.914849,1007817.468,238806.2022,Outdoor Kiosk,Bronx,Bronx
8329,Free,LinkNYC - Citybridge,40.822022,-73.911953,1008619.182,238774.282,Outdoor Kiosk,Bronx,Bronx
8012,Free,LinkNYC - Citybridge,40.822215,-73.942235,1000237.852,238837.5014,Outdoor Kiosk,New York,Manhattan
8013,Free,LinkNYC - Citybridge,40.820406,-73.940304,1000772.668,238178.8885,Outdoor Kiosk,New York,Manhattan
8014,Free,LinkNYC - Citybridge,40.79357,-73.943064,1000015.102,228401.0157,Outdoor Kiosk,New York,Manhattan
8015,Free,LinkNYC - Citybridge,40.798488,-73.941542,1000435.335,230193.0912,Outdoor Kiosk,New York,Manhattan
8016,Free,LinkNYC - Citybridge,40.798646,-73.941422,1000468.652,230250.7768,Outdoor Kiosk,New York,Manhattan
8017,Free,LinkNYC - Citybridge,40.811325,-73.952053,997522.5827,234868.2947,Outdoor Kiosk,New York,Manhattan
8018,Free,LinkNYC - Citybridge,40.85162,-73.932187,1003010.612,249552.9429,Outdoor Kiosk,New York,Manhattan
8019,Free,LinkNYC - Citybridge,40.660732,-73.950727,997920.6049,180002.6456,Outdoor Kiosk,Brooklyn,Brooklyn
8020,Free,LinkNYC - Citybridge,40.65774,-73.950407,998009.9124,178912.572,Outdoor Kiosk,Brooklyn,Brooklyn
8021,Free,LinkNYC - Citybridge,40.68721,-73.981719,989319.8324,189646.2182,Outdoor Kiosk,Brooklyn,Brooklyn
8022,Free,LinkNYC - Citybridge,40.70878,-73.959183,995566.3999,197506.7379,Outdoor Kiosk,Brooklyn,Brooklyn
8023,Free,LinkNYC - Citybridge,40.678268,-73.949798,998174.4643,186391.7552,Outdoor Kiosk,Brooklyn,Brooklyn
8024,Free,LinkNYC - Citybridge,40.65532,-73.949966,998132.7659,178031.0961,Outdoor Kiosk,Brooklyn,Brooklyn
8025,Free,LinkNYC - Citybridge,40.764273,-73.915958,1007530.738,217733.017,Outdoor Kiosk,Queens,Queens
8026,Free,LinkNYC - Citybridge,40.749829,-73.884155,1016347.71,212480.9268,Outdoor Kiosk,Queens,Queens
8027,Free,LinkNYC - Citybridge,40.720245,-73.844644,1027314.053,201719.45,Outdoor Kiosk,Queens,Queens
8028,Free,LinkNYC - Citybridge,40.720017,-73.844787,1027274.645,201636.2543,Outdoor Kiosk,Queens,Queens
8029,Free,LinkNYC - Citybridge,40.769707,-73.916673,1007330.773,219712.7624,Outdoor Kiosk,Queens,Queens
8030,Free,LinkNYC - Citybridge,40.76516,-73.931428,1003245.179,218052.6732,Outdoor Kiosk,Queens,Queens
8032,Free,LinkNYC - Citybridge,40.741991,-73.881065,1017207.678,209626.1618,Outdoor Kiosk,Queens,Queens
8033,Free,LinkNYC - Citybridge,40.75949,-73.919926,1006433.169,215989.5408,Outdoor Kiosk,Queens,Queens
8034,Free,LinkNYC - Citybridge,40.760713,-73.922879,1005614.698,216434.3854,Outdoor Kiosk,Queens,Queens
8035,Free,LinkNYC - Citybridge,40.763686,-73.915051,1007782.158,217519.5745,Outdoor Kiosk,Queens,Queens
8036,Free,LinkNYC - Citybridge,40.74835,-73.876523,1018463.051,211944.7615,Outdoor Kiosk,Queens,Queens
8037,Free,LinkNYC - Citybridge,40.747729,-73.883665,1016484.431,211715.8128,Outdoor Kiosk,Queens,Queens
8038,Free,LinkNYC - Citybridge,40.722499,-73.850777,1025612.704,202537.6986,Outdoor Kiosk,Queens,Queens
8039,Free,LinkNYC - Citybridge,40.695248,-73.84311,1027755.667,192613.0046,Outdoor Kiosk,Queens,Queens
8040,Free,LinkNYC - Citybridge,40.741846,-73.91969,1006504.542,209561.2194,Outdoor Kiosk,Queens,Queens
8041,Free,LinkNYC - Citybridge,40.747981,-73.880027,1017492.31,211809.0462,Outdoor Kiosk,Queens,Queens
8042,Free,LinkNYC - Citybridge,40.761897,-73.92505,1005012.816,216865.189,Outdoor Kiosk,Queens,Queens
8043,Free,LinkNYC - Citybridge,40.759169,-73.91895,1006703.698,215872.8386,Outdoor Kiosk,Queens,Queens
8044,Free,LinkNYC - Citybridge,40.775357,-73.980161,989744.7977,221760.8069,Outdoor Kiosk,New York,Manhattan
8045,Free,LinkNYC - Citybridge,40.763864,-73.958601,995718.0246,217575.8018,Outdoor Kiosk,New York,Manhattan
8046,Free,LinkNYC - Citybridge,40.765995,-73.957578,996001.1655,218352.4111,Outdoor Kiosk,New York,Manhattan
8047,Free,LinkNYC - Citybridge,40.780716,-73.958721,995681.9686,223715.4086,Outdoor Kiosk,New York,Manhattan
8048,Free,LinkNYC - Citybridge,40.770459,-73.966224,993605.4419,219977.4686,Outdoor Kiosk,New York,Manhattan
8049,Free,LinkNYC - Citybridge,40.780148,-73.976932,990638.5801,223506.4976,Outdoor Kiosk,New York,Manhattan
8050,Free,LinkNYC - Citybridge,40.751182,-73.975188,991124.671,212953.3697,Outdoor Kiosk,New York,Manhattan
8051,Free,LinkNYC - Citybridge,40.747251,-73.974241,991387.2787,211521.4087,Outdoor Kiosk,New York,Manhattan
8052,Free,LinkNYC - Citybridge,40.747966,-73.973405,991618.8947,211782.0374,Outdoor Kiosk,New York,Manhattan
8053,Free,LinkNYC - Citybridge,40.741593,-73.978363,990245.7793,209459.7465,Outdoor Kiosk,New York,Manhattan
8054,Free,LinkNYC - Citybridge,40.738052,-73.981055,989500.0397,208169.3183,Outdoor Kiosk,New York,Manhattan
8055,Free,LinkNYC - Citybridge,40.732206,-73.984823,988456.3886,206039.3317,Outdoor Kiosk,New York,Manhattan
8056,Free,LinkNYC - Citybridge,40.749605,-73.975534,991028.9605,212378.8965,Outdoor Kiosk,New York,Manhattan
8057,Free,LinkNYC - Citybridge,40.745142,-73.982506,989097.3748,210752.5694,Outdoor Kiosk,New York,Manhattan
8058,Free,LinkNYC - Citybridge,40.743891,-73.98337,988858.1332,210296.6959,Outdoor Kiosk,New York,Manhattan
8059,Free,LinkNYC - Citybridge,40.74574,-73.981987,989241.2023,210970.2904,Outdoor Kiosk,New York,Manhattan
8060,Free,LinkNYC - Citybridge,40.743962,-73.985428,988287.736,210322.3091,Outdoor Kiosk,New York,Manhattan
8061,Free,LinkNYC - Citybridge,40.746511,-73.984099,988655.9361,211251.2409,Outdoor Kiosk,New York,Manhattan
8062,Free,LinkNYC - Citybridge,40.746465,-73.983714,988762.6343,211234.3118,Outdoor Kiosk,New York,Manhattan
8063,Free,LinkNYC - Citybridge,40.742573,-73.986648,987949.9004,209816.2238,Outdoor Kiosk,New York,Manhattan
8064,Free,LinkNYC - Citybridge,40.753414,-73.966651,993489.5074,213767.4357,Outdoor Kiosk,New York,Manhattan
8065,Free,LinkNYC - Citybridge,40.761993,-73.959998,995331.4122,216893.9442,Outdoor Kiosk,New York,Manhattan
8066,Free,LinkNYC - Citybridge,40.758155,-73.962793,994557.691,215495.0392,Outdoor Kiosk,New York,Manhattan
8067,Free,LinkNYC - Citybridge,40.76308,-73.962685,994586.9052,217289.4283,Outdoor Kiosk,New York,Manhattan
8068,Free,LinkNYC - Citybridge,40.761748,-73.963311,994413.6975,216804.2846,Outdoor Kiosk,New York,Manhattan
8069,Free,LinkNYC - Citybridge,40.759149,-73.965162,993901.2231,215857.1379,Outdoor Kiosk,New York,Manhattan
8070,Free,LinkNYC - Citybridge,40.754392,-73.969184,992787.6591,214123.4813,Outdoor Kiosk,New York,Manhattan
8071,Free,LinkNYC - Citybridge,40.762417,-73.963159,994455.8743,217047.9026,Outdoor Kiosk,New York,Manhattan
8072,Free,LinkNYC - Citybridge,40.757734,-73.975434,991055.8761,215340.5297,Outdoor Kiosk,New York,Manhattan
8073,Free,LinkNYC - Citybridge,40.754311,-73.98833,987483.2199,214092.9026,Outdoor Kiosk,New York,Manhattan
8074,Free,LinkNYC - Citybridge,40.753978,-73.988322,987485.5664,213971.4199,Outdoor Kiosk,New York,Manhattan
8075,Free,LinkNYC - Citybridge,40.751274,-73.991069,986724.374,212986.121,Outdoor Kiosk,New York,Manhattan
8076,Free,LinkNYC - Citybridge,40.730496,-73.980768,989580.2255,205416.5459,Outdoor Kiosk,New York,Manhattan
8077,Free,LinkNYC - Citybridge,40.754953,-73.980193,989737.5051,214326.8667,Outdoor Kiosk,New York,Manhattan
8078,Free,LinkNYC - Citybridge,40.746005,-73.99029,986940.658,211066.4779,Outdoor Kiosk,New York,Manhattan
8079,Free,LinkNYC - Citybridge,40.738109,-73.996153,985316.0536,208189.461,Outdoor Kiosk,New York,Manhattan
8080,Free,LinkNYC - Citybridge,40.746,-73.990694,986828.5063,211064.8663,Outdoor Kiosk,New York,Manhattan
8081,Free,LinkNYC - Citybridge,40.73864,-73.996057,985342.776,208383.0823,Outdoor Kiosk,New York,Manhattan
8082,Free,LinkNYC - Citybridge,40.742723,-73.9928,986245.2811,209870.6298,Outdoor Kiosk,New York,Manhattan
8083,Free,LinkNYC - Citybridge,40.717095,-73.990581,986861.0328,200533.6121,Outdoor Kiosk,New York,Manhattan
7589,Free,LinkNYC - Citybridge,40.760095,-73.921216,1006075.598,216209.6378,Outdoor Kiosk,Queens,Queens
7590,Free,LinkNYC - Citybridge,40.758591,-73.918016,1006962.717,215662.5864,Outdoor Kiosk,Queens,Queens
7591,Free,LinkNYC - Citybridge,40.749606,-73.885072,1016093.599,212399.3384,Outdoor Kiosk,Queens,Queens
7592,Free,LinkNYC - Citybridge,40.764902,-73.917303,1007158.033,217962.09,Outdoor Kiosk,Queens,Queens
7593,Free,LinkNYC - Citybridge,40.809437,-73.95184,997581.8345,234180.5163,Outdoor Kiosk,New York,Manhattan
7594,Free,LinkNYC - Citybridge,40.805827,-73.950407,997979.3587,232865.4323,Outdoor Kiosk,New York,Manhattan
7595,Free,LinkNYC - Citybridge,40.809268,-73.951708,997618.5864,234118.9455,Outdoor Kiosk,New York,Manhattan
7596,Free,LinkNYC - Citybridge,40.811973,-73.945917,999221.0127,235105.5302,Outdoor Kiosk,New York,Manhattan
7597,Free,LinkNYC - Citybridge,40.801938,-73.957067,996136.2948,231447.5591,Outdoor Kiosk,New York,Manhattan
7598,Free,LinkNYC - Citybridge,40.814863,-73.947877,998677.8898,236158.1531,Outdoor Kiosk,New York,Manhattan
7599,Free,LinkNYC - Citybridge,40.808996,-73.952149,997496.4328,234019.9211,Outdoor Kiosk,New York,Manhattan
7600,Free,LinkNYC - Citybridge,40.725456,-73.951496,997694.0932,203583.4544,Outdoor Kiosk,Brooklyn,Brooklyn
7601,Free,LinkNYC - Citybridge,40.778233,-73.952821,997316.5099,222811.4567,Outdoor Kiosk,New York,Manhattan
7602,Free,LinkNYC - Citybridge,40.818769,-73.91645,1007375.579,237587.6902,Outdoor Kiosk,Bronx,Bronx
7603,Free,LinkNYC - Citybridge,40.76191,-73.960153,995288.576,216863.6962,Outdoor Kiosk,New York,Manhattan
7604,Free,LinkNYC - Citybridge,40.824081,-73.937508,1001545.65,239518.3383,Outdoor Kiosk,New York,Manhattan
7605,Free,LinkNYC - Citybridge,40.810023,-73.951413,997699.8957,234394.1513,Outdoor Kiosk,New York,Manhattan
7606,Free,LinkNYC - Citybridge,40.747539,-73.885498,1015976.669,211645.9354,Outdoor Kiosk,Queens,Queens
7607,Free,LinkNYC - Citybridge,40.706822,-73.950529,997965.9683,196794.7315,Outdoor Kiosk,Brooklyn,Brooklyn
7608,Free,LinkNYC - Citybridge,40.695225,-73.845226,1027168.914,192603.5814,Outdoor Kiosk,Queens,Queens
7609,Free,LinkNYC - Citybridge,40.701419,-73.942908,1000080.179,194827.4815,Outdoor Kiosk,Brooklyn,Brooklyn
7610,Free,LinkNYC - Citybridge,40.705371,-73.949963,998123.0464,196266.1023,Outdoor Kiosk,Brooklyn,Brooklyn
7611,Free,LinkNYC - Citybridge,40.707208,-73.954195,996949.5077,196934.6984,Outdoor Kiosk,Brooklyn,Brooklyn
7612,Free,LinkNYC - Citybridge,40.817926,-73.915262,1007704.652,237281.0567,Outdoor Kiosk,Bronx,Bronx
7613,Free,LinkNYC - Citybridge,40.764538,-73.930599,1003474.886,217826.1441,Outdoor Kiosk,Queens,Queens
7614,Free,LinkNYC - Citybridge,40.761646,-73.924856,1005066.846,216773.7519,Outdoor Kiosk,Queens,Queens
7615,Free,LinkNYC - Citybridge,40.667346,-73.950809,997896.3234,182412.419,Outdoor Kiosk,Brooklyn,Brooklyn
7616,Free,LinkNYC - Citybridge,40.785774,-73.972463,991875.7157,225556.6949,Outdoor Kiosk,New York,Manhattan
7617,Free,LinkNYC - Citybridge,40.752804,-74.004313,983055.1152,213543.5838,Outdoor Kiosk,New York,Manhattan
7618,Free,LinkNYC - Citybridge,40.752198,-74.004756,982932.3376,213322.8086,Outdoor Kiosk,New York,Manhattan
7619,Free,LinkNYC - Citybridge,40.751969,-74.004912,982889.0112,213239.3423,Outdoor Kiosk,New York,Manhattan
7620,Free,LinkNYC - Citybridge,40.751234,-74.005146,982824.2371,212971.4852,Outdoor Kiosk,New York,Manhattan
7621,Free,LinkNYC - Citybridge,40.788705,-73.976411,990782.2018,226624.3211,Outdoor Kiosk,New York,Manhattan
7622,Free,LinkNYC - Citybridge,40.78254,-73.975184,991122.562,224378.2478,Outdoor Kiosk,New York,Manhattan
7623,Free,LinkNYC - Citybridge,40.784423,-73.973816,991501.0882,225064.5338,Outdoor Kiosk,New York,Manhattan
7624,Free,LinkNYC - Citybridge,40.750746,-74.005816,982638.6869,212793.5791,Outdoor Kiosk,New York,Manhattan
7625,Free,LinkNYC - Citybridge,40.745596,-73.975446,991053.8328,210918.3072,Outdoor Kiosk,New York,Manhattan
7626,Free,LinkNYC - Citybridge,40.744259,-73.983248,988891.8749,210430.7803,Outdoor Kiosk,New York,Manhattan
7627,Free,LinkNYC - Citybridge,40.790301,-73.972981,991731.6061,227205.9603,Outdoor Kiosk,New York,Manhattan
7628,Free,LinkNYC - Citybridge,40.792804,-73.967704,993192.5815,228118.6101,Outdoor Kiosk,New York,Manhattan
7629,Free,LinkNYC - Citybridge,40.785682,-73.972629,991829.7798,225523.1524,Outdoor Kiosk,New York,Manhattan
7630,Free,LinkNYC - Citybridge,40.746426,-73.985816,988180.1598,211219.9398,Outdoor Kiosk,New York,Manhattan
7631,Free,LinkNYC - Citybridge,40.78241,-73.979,990065.7354,224330.5534,Outdoor Kiosk,New York,Manhattan
7632,Free,LinkNYC - Citybridge,40.718198,-74.000048,984236.6942,200935.3321,Outdoor Kiosk,New York,Manhattan
7633,Free,LinkNYC - Citybridge,40.714508,-73.99249,986332.0339,199591.1507,Outdoor Kiosk,New York,Manhattan
7634,Free,LinkNYC - Citybridge,40.763691,-73.962235,994711.376,217512.0732,Outdoor Kiosk,New York,Manhattan
7635,Free,LinkNYC - Citybridge,40.732884,-74.000238,984183.926,206286.1042,Outdoor Kiosk,New York,Manhattan
7636,Free,LinkNYC - Citybridge,40.783825,-73.974249,991381.3082,224846.6409,Outdoor Kiosk,New York,Manhattan
7637,Free,LinkNYC - Citybridge,40.768374,-73.955362,996614.6363,219219.2608,Outdoor Kiosk,New York,Manhattan
7638,Free,LinkNYC - Citybridge,40.730258,-74.006629,982412.8642,205329.2065,Outdoor Kiosk,New York,Manhattan
7639,Free,LinkNYC - Citybridge,40.756174,-73.967829,993162.8627,214772.9662,Outdoor Kiosk,New York,Manhattan
7640,Free,LinkNYC - Citybridge,40.742234,-73.977895,990375.3654,209693.2972,Outdoor Kiosk,New York,Manhattan
2077,Free,Harlem,40.796554,-73.947474,998793.3584,229487.4272,Outdoor,New York,Manhattan
2078,Limited Free,SPECTRUM,40.730423,-73.777129,1046019.588,205467.9441,Outdoor TWC Aerial,Queens,Queens
2079,Limited Free,ALTICEUSA,40.86473,-73.899037,1012175.924,254338.1869,Indoor,Bronx,Bronx
2080,Free,Downtown Brooklyn,40.69335,-73.985788,988191.1082,191882.8669,Outdoor,Brooklyn,Brooklyn
2081,Free,Downtown Brooklyn,40.69189,-73.982488,989106.3325,191351.1118,Outdoor,Brooklyn,Brooklyn
2082,Free,Downtown Brooklyn,40.693636,-73.988347,987481.462,191986.9602,Outdoor,Brooklyn,Brooklyn
2083,Free,BPL,40.68345883,-73.97854148,990201.5137,188279.635,Library,Brooklyn,Brooklyn
2084,Free,NYPL,40.80609082,-73.96476206,994005.2561,232959.6253,Library,New York,Manhattan
2085,Free,NYPL,40.59039134,-74.10113729,956160.4689,154388.1152,Library,Staten Island,Staten Island
2086,Free,BPL,40.65192508,-73.95824218,995836.9913,176793.03,Library,Brooklyn,Brooklyn
2087,Free,QPL,40.69252805,-73.76010879,1050774.606,191674.179,Library,Saint Albans,Queens
2088,Free,NYPL,40.83795891,-73.92353961,1005407.124,244577.6001,Library,Bronx,Bronx
2089,Free,BPL,40.6818102,-73.95610851,996423.5875,187681.3104,Library,Brooklyn,Brooklyn
2090,Free,BPL,40.6557102,-73.91493839,1007851.62,178180.7516,Library,Brooklyn,Brooklyn
2091,Free,Harlem,40.812871,-73.949346,998271.6029,235431.9793,Outdoor,New York,Manhattan
2092,Free,Harlem,40.804169,-73.952133,997501.8619,232261.0988,Outdoor,New York,Manhattan
2093,Free,Harlem,40.805302,-73.953054,997246.6643,232673.7526,Outdoor,New York,Manhattan
2095,Free,Chelsea,40.74457031,-74.00458854,982978.5373,210543.7092,Outdoor,New York,Manhattan
2096,Free,AT&T,40.7474,-74.0051,982836.8732,211574.6642,Outdoor,New York,Manhattan
2097,Free,Chelsea,40.74412756,-74.00504351,982852.4578,210382.409,Outdoor,New York,Manhattan
2098,Limited Free,ALTICEUSA,40.8471,-73.822992,1033222.595,247948.2876,Outdoor,Bronx,Bronx
2099,Free,BPL,40.63447461,-73.88930465,1014973.858,170451.9967,Library,Brooklyn,Brooklyn
2100,Free,NYPL,40.71333307,-73.99648987,985223.0981,199162.9967,Library,New York,Manhattan
2102,Free,Harlem,40.810532,-73.943671,999843.0551,234580.7576,Outdoor,New York,Manhattan
2103,Limited Free,SPECTRUM,40.71025,-73.99798,984810.0212,198039.7277,Indoor,New York,Manhattan
2104,Free,Downtown Brooklyn,40.689334,-73.981975,989248.7866,190419.9148,Outdoor,Brooklyn,Brooklyn
2105,Limited Free,SPECTRUM,40.730255,-73.997991,984806.8043,205328.1635,Outdoor,New York,Manhattan
2106,Limited Free,ALTICEUSA,40.836972,-73.89377,1013645.017,244226.6215,Outdoor,Bronx,Bronx
2107,Limited Free,ALTICEUSA,40.842046,-73.894094,1013553.127,246075.1595,Outdoor,Bronx,Bronx
2108,Free,Transit Wireless,40.656652,-73.9502,998067.5629,178516.3435,Subway Station,Brooklyn,Brooklyn
2109,Limited Free,ALTICEUSA,40.827552,-73.929158,1003855.544,240784.672,Outdoor,Bronx,Bronx
2110,Limited Free,ALTICEUSA,40.846606,-73.823952,1032957.355,247767.7699,Outdoor,Bronx,Bronx
2111,Limited Free,SPECTRUM,40.812681,-73.939357,1001036.719,235364.5119,Outdoor,New York,Manhattan
2112,Free,NYPL,40.90372278,-73.90277254,1011126.921,268543.647,Library,Bronx,Bronx
2113,Free,NYPL,40.85742189,-73.90931635,1009335.458,251672.4524,Library,Bronx,Bronx
2114,Free,NYPL,40.84949408,-73.91757753,1007052.92,248781.7902,Library,Bronx,Bronx
2115,Free,QPL,40.73858146,-73.87675877,1018402.644,208385.7719,Library,Elmhurst,Queens
2116,Free,Harlem,40.810975,-73.947029,998913.3922,234741.5785,Outdoor,New York,Manhattan
2117,Free,City Tech,40.695038,-73.987331,987763.0212,192497.7529,Outdoor,Brooklyn,Brooklyn
2119,Limited Free,SPECTRUM,40.739154,-73.737718,1056932.949,208679.1555,Outdoor,Queens,Queens
2120,Limited Free,SPECTRUM,40.584485,-73.811217,1036686.565,152276.5764,Outdoor,Queens,Queens
2121,Free,Downtown Brooklyn,40.691224,-73.98662,987960.5057,191108.2665,Outdoor,Brooklyn,Brooklyn
2122,Limited Free,SPECTRUM,40.729564,-74.005462,982736.1638,205076.4514,Indoor,New York,Manhattan
2123,Limited Free,ALTICEUSA,40.837184,-73.890395,1014578.82,244305.0118,Outdoor,Bronx,Bronx
2124,Limited Free,ALTICEUSA,40.872936,-73.838671,1028867.373,257352.9473,Outdoor,Bronx,Bronx
2125,Free,Transit Wireless,40.762456,-73.985984,988132.7271,217060.3235,Subway Station,New York,Manhattan
2126,Free,Transit Wireless,40.833773,-73.918438,1006820.196,243053.7912,Subway Station,Bronx,Bronx
2128,Free,Transit Wireless,40.687119,-73.975375,991079.3597,189613.3715,Subway Station,Brooklyn,Brooklyn
2134,Free,Transit Wireless,40.77344,-73.982209,989177.6689,221062.3486,Subway Station,New York,Manhattan
2135,Free,Transit Wireless,40.778453,-73.98197,989243.49,222888.7665,Subway Station,New York,Manhattan
2136,Free,Transit Wireless,40.775594,-73.97641,990783.6378,221847.5025,Subway Station,New York,Manhattan
2137,Free,Transit Wireless,40.783934,-73.979917,989811.6198,224885.8042,Subway Station,New York,Manhattan
2138,Free,Transit Wireless,40.762862,-73.981637,989336.9068,217208.4652,Subway Station,New York,Manhattan
2139,Free,Transit Wireless,40.739777,-74.002578,983535.5966,208797.3315,Subway Station,New York,Manhattan
2140,Free,Transit Wireless,40.781433,-73.972143,991964.7769,223975.1942,Subway Station,New York,Manhattan
2141,Free,Transit Wireless,40.788644,-73.976218,990835.5245,226602.0747,Subway Station,New York,Manhattan
2142,Free,Transit Wireless,40.785868,-73.968916,992857.8958,225591.3163,Subway Station,New York,Manhattan
2143,Free,Transit Wireless,40.791644,-73.964694,994026.2193,227696.1542,Subway Station,New York,Manhattan
2144,Free,Transit Wireless,40.793919,-73.972323,991913.4899,228524.2559,Subway Station,New York,Manhattan
2145,Free,Transit Wireless,40.751431,-73.976041,990888.2462,213044.154,Subway Station,New York,Manhattan
2146,Free,Transit Wireless,40.751776,-73.976848,990664.62,213169.7883,Subway Station,New York,Manhattan
2147,Free,Transit Wireless,40.755983,-73.986229,988065.2279,214701.987,Subway Station,New York,Manhattan
2148,Free,Transit Wireless,40.755477,-73.987691,987660.2097,214517.5746,Subway Station,New York,Manhattan
2149,Free,Transit Wireless,40.754672,-73.986754,987919.8499,214224.3249,Subway Station,New York,Manhattan
2150,Free,Transit Wireless,40.75529,-73.987495,987714.5209,214449.4521,Subway Station,New York,Manhattan
2151,Free,Transit Wireless,40.752769,-73.979189,990015.9238,213531.4076,Subway Station,New York,Manhattan
2152,Free,Transit Wireless,40.754203,-73.942836,1000087.593,214058.3429,Subway Station,Queens,Queens
2153,Free,Transit Wireless,40.742626,-73.953581,997112.8686,209838.7103,Subway Station,Queens,Queens
2154,Free,Transit Wireless,40.742216,-73.948916,998405.6436,209690.0538,Subway Station,Queens,Queens
2155,Free,Transit Wireless,40.747846,-73.946,999212.4179,211741.7272,Subway Station,Queens,Queens
2156,Free,Transit Wireless,40.746554,-73.943832,999813.4328,211271.3879,Subway Station,Queens,Queens
2157,Free,Transit Wireless,40.744065,-73.949724,998181.356,210363.5737,Subway Station,Queens,Queens
2158,Free,Transit Wireless,40.749669,-73.898453,1012386.052,212417.6011,Subway Station,Queens,Queens
2159,Free,Transit Wireless,40.733106,-73.869229,1020492.271,206393.918,Subway Station,Queens,Queens
2160,Free,Transit Wireless,40.756312,-73.913333,1008260.795,214833.4306,Subway Station,Queens,Queens
2161,Free,Transit Wireless,40.752885,-73.906006,1010292.055,213586.9571,Subway Station,Queens,Queens
2162,Free,Transit Wireless,40.742454,-73.882017,1016943.582,209794.6543,Subway Station,Queens,Queens
2163,Free,Transit Wireless,40.709179,-73.820574,1033994.505,197700.4695,Subway Station,Queens,Queens
2164,Free,Transit Wireless,40.721691,-73.844521,1027347.296,202246.2737,Subway Station,Queens,Queens
2165,Free,Transit Wireless,40.70546,-73.810708,1036732.703,196351.2858,Subway Station,Queens,Queens
2166,Free,Transit Wireless,40.702147,-73.801109,1039396.838,195150.1609,Subway Station,Queens,Queens
2167,Free,Transit Wireless,40.712646,-73.783817,1044181.97,198986.6103,Subway Station,Queens,Queens
2168,Free,Transit Wireless,40.737015,-73.877223,1018274.795,207814.882,Subway Station,Queens,Queens
2169,Free,Transit Wireless,40.752039,-73.928781,1003982.247,213272.7815,Subway Station,Queens,Queens
2170,Free,Transit Wireless,40.748973,-73.937243,1001638.529,212153.9461,Subway Station,Queens,Queens
2171,Free,Transit Wireless,40.756879,-73.92074,1006208.525,215038.0634,Subway Station,Queens,Queens
2172,Free,Transit Wireless,40.707564,-73.803326,1038777.696,197122.3433,Subway Station,Queens,Queens
2173,Free,Transit Wireless,40.71047,-73.793604,1041470.613,198187.2854,Subway Station,Queens,Queens
2174,Free,Transit Wireless,40.729846,-73.861604,1022607.362,205209.4463,Subway Station,Queens,Queens
2175,Free,Transit Wireless,40.726523,-73.852719,1025071.931,204002.7912,Subway Station,Queens,Queens
2176,Free,Transit Wireless,40.700486,-73.807969,1037496.084,194540.7665,Subway Station,Queens,Queens
2177,Free,Transit Wireless,40.718331,-73.837324,1029344.507,201025.7476,Subway Station,Queens,Queens
2178,Free,Transit Wireless,40.714441,-73.831008,1031098.062,199611.819,Subway Station,Queens,Queens
2179,Free,Transit Wireless,40.746644,-73.891338,1014358.801,211317.8625,Subway Station,Queens,Queens
2180,Free,Transit Wireless,40.799446,-73.968379,993004.8181,230538.3037,Subway Station,New York,Manhattan
2181,Free,Transit Wireless,40.7906,-73.947478,998793.5513,227318.1789,Subway Station,New York,Manhattan
2182,Free,Transit Wireless,40.796092,-73.961454,994922.6611,229317.0926,Subway Station,New York,Manhattan
2183,Free,Transit Wireless,40.79502,-73.94425,999686.3723,228929.0898,Subway Station,New York,Manhattan
2184,Free,Transit Wireless,40.802098,-73.949625,998196.6296,231506.9501,Subway Station,New York,Manhattan
2185,Free,Transit Wireless,40.798629,-73.941617,1000414.536,230244.4487,Subway Station,New York,Manhattan
2186,Free,Transit Wireless,40.805085,-73.954882,996740.6361,232594.4259,Subway Station,New York,Manhattan
2187,Free,Transit Wireless,40.807722,-73.96411,994185.5287,233553.9969,Subway Station,New York,Manhattan
7641,Free,LinkNYC - Citybridge,40.763385,-73.99287,986225.2129,217398.602,Outdoor Kiosk,New York,Manhattan
7642,Free,LinkNYC - Citybridge,40.779454,-73.959681,995416.3917,223255.4522,Outdoor Kiosk,New York,Manhattan
1076,Free,Transit Wireless,40.810476,-73.926138,1004696.575,234563.9617,Subway Station,Bronx,Bronx
1077,Free,Transit Wireless,40.813224,-73.929849,1003668.49,235564.3111,Subway Station,Bronx,Bronx
1078,Free,Transit Wireless,40.81841,-73.926718,1004533.601,237454.4661,Subway Station,Bronx,Bronx
1079,Free,Transit Wireless,40.818375,-73.927351,1004358.404,237441.5685,Subway Station,Bronx,Bronx
