OBJECTID,Type,Provider,Latitude,Longitude,X,Y,Location_T,City,Borough Name
76,Free,NYCHA,40.694382,-73.974614,991289.5886,192259.5552,Outdoor,Brooklyn,Brooklyn
77,Free,NYCHA,40.693724,-73.977351,990530.6692,192019.6183,Outdoor,Brooklyn,Brooklyn
78,Free,NYCHA,40.69374,-73.977796,990407.2662,192025.4162,Outdoor,Brooklyn,Brooklyn
79,Free,NYCHA,40.69368,-73.977246,990559.846,192003.5954,Outdoor,Brooklyn,Brooklyn
80,Free,NYCHA,40.693509,-73.976981,990633.2933,191941.3143,Outdoor,Brooklyn,Brooklyn
81,Free,NYCHA,40.693493,-73.976635,990729.2433,191935.5105,Outdoor,Brooklyn,Brooklyn
37,Limited Free,ALTICEUSA,40.888783,-73.840133,1028452.504,263125.8924,Outdoor,Bronx,Bronx
75,Free,NYCHA,40.693392,-73.973923,991481.3133,191898.9253,Outdoor,Brooklyn,Brooklyn
9347,Free,LinkNYC - Citybridge,40.769096,-73.912837,1008393.576,219491.0213,Outdoor Kiosk,Queens,Queens
16,Limited Free,ALTICEUSA,40.864781,-73.894626,1013395.964,254358.2052,Outdoor,Bronx,Bronx
17,Limited Free,ALTICEUSA,40.865167,-73.894227,1013506.156,254498.973,Outdoor,Bronx,Bronx
18,Limited Free,ALTICEUSA,40.650721,-73.968489,992993.8545,176353.1611,Outdoor,Brooklyn,Brooklyn
8641,Free,Spot On Networks,40.755727,-73.944583,999603.2262,214613.2746,Indoor AP - Community Center - Computer Rm,Queens,Queens
8642,Free,Spot On Networks,40.755333,-73.944131,999728.5438,214469.807,Indoor AP - Queens Public Library,Queens,Queens
8643,Free,Spot On Networks,40.755751,-73.945166,999441.7012,214621.9169,Indoor AP - North Management Office,Queens,Queens
8644,Free,Spot On Networks,40.755751,-73.945166,999441.7012,214621.9169,Indoor AP - North Management Office,Queens,Queens
8645,Free,Spot On Networks,40.755751,-73.945166,999441.7012,214621.9169,Indoor AP - North Maintenance Area,Queens,Queens
8646,Free,Spot On Networks,40.755751,-73.945166,999441.7012,214621.9169,Indoor AP - North Maintenance Area,Queens,Queens
8647,Free,Spot On Networks,40.755751,-73.945166,999441.7012,214621.9169,Indoor AP - North Maintenance Area,Queens,Queens
8648,Free,Spot On Networks,40.75529,-73.945633,999312.4236,214453.8789,Indoor AP - South Management Office,Queens,Queens
8649,Free,Spot On Networks,40.75529,-73.945633,999312.4236,214453.8789,Indoor AP - South Management Office,Queens,Queens
8650,Free,Spot On Networks,40.755636,-73.947657,998751.5973,214579.5965,Indoor AP - South Maintenance Area,Queens,Queens
8651,Free,Spot On Networks,40.755636,-73.947657,998751.5973,214579.5965,Indoor AP - South Maintenance Area,Queens,Queens
8652,Free,Spot On Networks,40.755636,-73.947657,998751.5973,214579.5965,Indoor AP - South Maintenance Area,Queens,Queens
9309,Free,LinkNYC - Citybridge,40.780942,-73.980966,989521.3582,223795.7179,Outdoor Kiosk,New York,Manhattan
9310,Free,LinkNYC - Citybridge,40.577391,-74.102671,955729.0778,149652.2037,Outdoor Kiosk,Staten Island,Staten Island
9311,Free,LinkNYC - Citybridge,40.808293,-73.923332,1005473.954,233769.1864,Outdoor Kiosk,Bronx,Bronx
9312,Free,LinkNYC - Citybridge,40.799659,-73.938923,1001160.136,230620.0581,Outdoor Kiosk,New York,Manhattan
9313,Free,LinkNYC - Citybridge,40.800096,-73.938605,1001248.057,230779.3996,Outdoor Kiosk,New York,Manhattan
9314,Free,LinkNYC - Citybridge,40.724065,-74.007972,982040.3152,203073.0485,Outdoor Kiosk,New York,Manhattan
9315,Free,LinkNYC - Citybridge,40.576541,-74.103479,955504.1295,149342.854,Outdoor Kiosk,Staten Island,Staten Island
9316,Free,LinkNYC - Citybridge,40.745863,-73.980233,989727.1563,211015.3683,Outdoor Kiosk,New York,Manhattan
9317,Free,LinkNYC - Citybridge,40.782285,-73.980476,989656.8382,224285.0154,Outdoor Kiosk,New York,Manhattan
9318,Free,LinkNYC - Citybridge,40.802637,-73.936468,1001839.089,231705.684,Outdoor Kiosk,New York,Manhattan
9319,Free,LinkNYC - Citybridge,40.716939,-74.006222,982525.0612,200476.9233,Outdoor Kiosk,New York,Manhattan
9320,Free,LinkNYC - Citybridge,40.766216,-73.969979,992566.0712,218431.1513,Outdoor Kiosk,New York,Manhattan
9321,Free,LinkNYC - Citybridge,40.861762,-73.901965,1011367.34,253255.9757,Outdoor Kiosk,Bronx,Bronx
9322,Free,LinkNYC - Citybridge,40.814447,-73.94792,998666.1105,236006.535,Outdoor Kiosk,New York,Manhattan
9323,Free,LinkNYC - Citybridge,40.835734,-73.91396,1008058.549,243769.6014,Outdoor Kiosk,Bronx,Bronx
9324,Free,LinkNYC - Citybridge,40.792132,-73.973409,991612.9849,227873.0968,Outdoor Kiosk,New York,Manhattan
9325,Free,LinkNYC - Citybridge,40.717726,-74.00561,982694.9541,200763.4141,Outdoor Kiosk,New York,Manhattan
9326,Free,LinkNYC - Citybridge,40.771055,-73.921496,1005994.448,220202.511,Outdoor Kiosk,Queens,Queens
9327,Free,LinkNYC - Citybridge,40.717805,-74.005815,982638.0676,200792.28,Outdoor Kiosk,New York,Manhattan
9328,Free,LinkNYC - Citybridge,40.800681,-73.96826,993037.6022,230988.2692,Outdoor Kiosk,New York,Manhattan
9329,Free,LinkNYC - Citybridge,40.747144,-73.983698,988767.0355,211481.7744,Outdoor Kiosk,New York,Manhattan
9330,Free,LinkNYC - Citybridge,40.779561,-73.959954,995340.7084,223294.4369,Outdoor Kiosk,New York,Manhattan
9331,Free,LinkNYC - Citybridge,40.725666,-74.006274,982510.9378,203656.304,Outdoor Kiosk,New York,Manhattan
9332,Free,LinkNYC - Citybridge,40.825605,-73.918258,1006872.758,240077.8417,Outdoor Kiosk,Bronx,Bronx
9333,Free,LinkNYC - Citybridge,40.739464,-73.987052,987838.0598,208683.6707,Outdoor Kiosk,New York,Manhattan
9334,Free,LinkNYC - Citybridge,40.770747,-73.920354,1006310.795,220090.7568,Outdoor Kiosk,Queens,Queens
9335,Free,LinkNYC - Citybridge,40.829002,-73.937279,1001607.613,241311.4215,Outdoor Kiosk,New York,Manhattan
9336,Free,LinkNYC - Citybridge,40.810255,-73.921923,1005863.385,234484.5282,Outdoor Kiosk,Bronx,Bronx
9337,Free,LinkNYC - Citybridge,40.720568,-74.006556,982432.6523,201798.86,Outdoor Kiosk,New York,Manhattan
9338,Free,LinkNYC - Citybridge,40.77036,-73.918895,1006715.213,219950.0616,Outdoor Kiosk,Queens,Queens
9339,Free,LinkNYC - Citybridge,40.753067,-74.003811,983194.1239,213639.3168,Outdoor Kiosk,New York,Manhattan
9340,Free,LinkNYC - Citybridge,40.715712,-74.005126,982828.9935,200029.7352,Outdoor Kiosk,New York,Manhattan
9341,Free,LinkNYC - Citybridge,40.757485,-73.868589,1020656.371,215276.0879,Outdoor Kiosk,Queens,Queens
9342,Free,LinkNYC - Citybridge,40.714707,-73.966525,993529.9361,199665.4386,Outdoor Kiosk,Brooklyn,Brooklyn
9343,Free,LinkNYC - Citybridge,40.764117,-73.958948,995622.0457,217667.6815,Outdoor Kiosk,New York,Manhattan
9344,Free,LinkNYC - Citybridge,40.760946,-73.961397,994943.967,216512.3504,Outdoor Kiosk,New York,Manhattan
9345,Free,LinkNYC - Citybridge,40.731887,-74.001194,983919.0656,205922.8099,Outdoor Kiosk,New York,Manhattan
9346,Free,LinkNYC - Citybridge,40.707581,-73.955316,996638.4712,197070.4837,Outdoor Kiosk,Brooklyn,Brooklyn
9348,Free,LinkNYC - Citybridge,40.741536,-73.981333,989422.8817,209438.7828,Outdoor Kiosk,New York,Manhattan
9349,Free,LinkNYC - Citybridge,40.710988,-73.968534,992973.533,198310.2038,Outdoor Kiosk,Brooklyn,Brooklyn
9350,Free,LinkNYC - Citybridge,40.756298,-73.963978,994229.7722,214818.6351,Outdoor Kiosk,New York,Manhattan
9351,Free,LinkNYC - Citybridge,40.724338,-74.002022,983689.4486,203172.3876,Outdoor Kiosk,New York,Manhattan
9352,Free,LinkNYC - Citybridge,40.753751,-73.96597,993678.1893,213890.3503,Outdoor Kiosk,New York,Manhattan
9353,Free,LinkNYC - Citybridge,40.754371,-73.96565,993766.7646,214116.3293,Outdoor Kiosk,New York,Manhattan
9354,Free,LinkNYC - Citybridge,40.80891,-73.922209,1005784.583,233994.2299,Outdoor Kiosk,Bronx,Bronx
9355,Free,LinkNYC - Citybridge,40.846477,-73.896393,1012915.064,247688.6901,Outdoor Kiosk,Bronx,Bronx
9356,Free,LinkNYC - Citybridge,40.65039,-74.008285,981950.9245,176231.1665,Outdoor Kiosk,Brooklyn,Brooklyn
9357,Free,LinkNYC - Citybridge,40.723013,-74.006771,982373.2766,202689.8828,Outdoor Kiosk,New York,Manhattan
9358,Free,LinkNYC - Citybridge,40.739137,-73.980148,989751.3142,208564.8597,Outdoor Kiosk,New York,Manhattan
9359,Free,LinkNYC - Citybridge,40.739253,-73.979762,989858.3524,208607.1211,Outdoor Kiosk,New York,Manhattan
9360,Free,LinkNYC - Citybridge,40.739647,-73.979466,989940.3761,208750.5011,Outdoor Kiosk,New York,Manhattan
9361,Free,LinkNYC - Citybridge,40.730578,-73.989008,987296.4729,205446.0272,Outdoor Kiosk,New York,Manhattan
9362,Free,LinkNYC - Citybridge,40.751224,-73.990592,986856.5982,212968.0859,Outdoor Kiosk,New York,Manhattan
9363,Free,LinkNYC - Citybridge,40.744984,-73.982723,989037.3955,210694.7269,Outdoor Kiosk,New York,Manhattan
9364,Free,LinkNYC - Citybridge,40.739762,-73.979693,989877.3834,208792.6469,Outdoor Kiosk,New York,Manhattan
9365,Free,LinkNYC - Citybridge,40.745496,-73.952966,997282.6537,210884.5831,Outdoor Kiosk,Queens,Queens
9366,Free,LinkNYC - Citybridge,40.739852,-73.979327,989978.9247,208825.1544,Outdoor Kiosk,New York,Manhattan
9367,Free,LinkNYC - Citybridge,40.740612,-73.979079,990047.4999,209102.0701,Outdoor Kiosk,New York,Manhattan
1,Limited Free,ALTICEUSA,40.65831,-73.94406,999770.7882,179121.4272,Outdoor,Brooklyn,Brooklyn
2,Limited Free,ALTICEUSA,40.658,-73.94723,998891.3263,179007.9399,Outdoor,Brooklyn,Brooklyn
3,Limited Free,ALTICEUSA,40.658,-73.94723,998891.3263,179007.9399,Outdoor,Brooklyn,Brooklyn
4,Limited Free,ALTICEUSA,40.65743,-73.94716,998910.8736,178800.2848,Outdoor,Brooklyn,Brooklyn
5,Limited Free,ALTICEUSA,40.65743,-73.94716,998910.8736,178800.2848,Outdoor,Brooklyn,Brooklyn
6,Limited Free,ALTICEUSA,40.846314,-73.824472,1032813.699,247661.0946,Outdoor,Bronx,Bronx
7,Limited Free,ALTICEUSA,40.847596,-73.82223,1033433.05,248129.4257,Outdoor,Bronx,Bronx
8,Limited Free,ALTICEUSA,40.848159,-73.821071,1033753.287,248335.2002,Outdoor,Bronx,Bronx
9,Limited Free,ALTICEUSA,40.848322,-73.82075,1033841.975,248394.769,Outdoor,Bronx,Bronx
10,Limited Free,ALTICEUSA,40.849233,-73.82105,1033758.298,248726.5101,Outdoor,Bronx,Bronx
11,Limited Free,ALTICEUSA,40.849196,-73.821055,1033756.942,248713.0269,Outdoor,Bronx,Bronx
12,Limited Free,ALTICEUSA,40.850208,-73.821752,1033563.36,249081.3431,Outdoor,Bronx,Bronx
13,Limited Free,ALTICEUSA,40.850232,-73.821777,1033556.425,249090.0731,Outdoor,Bronx,Bronx
14,Limited Free,ALTICEUSA,40.864437,-73.894553,1013416.306,254232.8971,Outdoor,Bronx,Bronx
15,Limited Free,ALTICEUSA,40.864458,-73.895115,1013260.85,254240.3616,Outdoor,Bronx,Bronx
19,Limited Free,ALTICEUSA,40.65068,-73.96846,993001.907,176338.2264,Outdoor,Brooklyn,Brooklyn
20,Limited Free,ALTICEUSA,40.650738,-73.968429,993010.5012,176359.3606,Outdoor,Brooklyn,Brooklyn
21,Limited Free,ALTICEUSA,40.6507,-73.965843,993728.0847,176345.7852,Outdoor,Brooklyn,Brooklyn
22,Limited Free,ALTICEUSA,40.660469,-73.965168,993913.9725,179904.9769,Outdoor,Brooklyn,Brooklyn
23,Limited Free,ALTICEUSA,40.660842,-73.965121,993926.9583,180040.8762,Outdoor,Brooklyn,Brooklyn
24,Limited Free,ALTICEUSA,40.661197,-73.965252,993890.5617,180170.1984,Outdoor,Brooklyn,Brooklyn
25,Limited Free,ALTICEUSA,40.657452,-73.963991,994240.9774,178805.9315,Outdoor,Brooklyn,Brooklyn
26,Limited Free,ALTICEUSA,40.657452,-73.963991,994240.9774,178805.9315,Outdoor,Brooklyn,Brooklyn
27,Limited Free,ALTICEUSA,40.657452,-73.963991,994240.9774,178805.9315,Outdoor,Brooklyn,Brooklyn
28,Limited Free,ALTICEUSA,40.657001,-73.963697,994322.618,178641.6536,Indoor,Brooklyn,Brooklyn
29,Limited Free,ALTICEUSA,40.657001,-73.963697,994322.618,178641.6536,Indoor,Brooklyn,Brooklyn
30,Limited Free,ALTICEUSA,40.657001,-73.963697,994322.618,178641.6536,Indoor,Brooklyn,Brooklyn
31,Limited Free,ALTICEUSA,40.657001,-73.963697,994322.618,178641.6536,Indoor,Brooklyn,Brooklyn
32,Limited Free,ALTICEUSA,40.84459,-73.8598,1023040.442,247015.3626,Indoor,Bronx,Bronx
33,Limited Free,ALTICEUSA,40.84459,-73.8598,1023040.442,247015.3626,Outdoor,Bronx,Bronx
34,Limited Free,ALTICEUSA,40.685043,-73.918933,1006733.365,188866.4678,Outdoor,Brooklyn,Brooklyn
35,Limited Free,ALTICEUSA,40.685032,-73.91907,1006695.372,188862.4251,Outdoor,Brooklyn,Brooklyn
36,Limited Free,ALTICEUSA,40.887637,-73.835951,1029609.589,262710.4969,Outdoor,Bronx,Bronx
38,Limited Free,ALTICEUSA,40.885284,-73.838521,1028900.564,261851.8851,Outdoor,Bronx,Bronx
39,Limited Free,ALTICEUSA,40.886622,-73.83497,1029881.532,262341.2014,Outdoor,Bronx,Bronx
40,Limited Free,ALTICEUSA,40.86473,-73.899037,1012175.924,254338.1869,Outdoor,Bronx,Bronx
41,Limited Free,ALTICEUSA,40.86473,-73.899037,1012175.924,254338.1869,Indoor,Bronx,Bronx
42,Limited Free,ALTICEUSA,40.674013,-73.934698,1002364.049,184844.2691,Outdoor,Brooklyn,Brooklyn
43,Limited Free,ALTICEUSA,40.67404,-73.935053,1002265.569,184854.0329,Outdoor,Brooklyn,Brooklyn
44,Limited Free,ALTICEUSA,40.673801,-73.935166,1002234.288,184766.9353,Outdoor,Brooklyn,Brooklyn
45,Limited Free,ALTICEUSA,40.67343,-73.93463,1002383.07,184631.8798,Outdoor,Brooklyn,Brooklyn
46,Limited Free,ALTICEUSA,40.673866,-73.934717,1002358.818,184790.7092,Outdoor,Brooklyn,Brooklyn
47,Limited Free,ALTICEUSA,40.673805,-73.934785,1002339.973,184768.4711,Indoor,Brooklyn,Brooklyn
48,Limited Free,ALTICEUSA,40.673781,-73.935109,1002250.105,184759.6604,Indoor,Brooklyn,Brooklyn
49,Limited Free,ALTICEUSA,40.673755,-73.935014,1002276.464,184750.2073,Indoor,Brooklyn,Brooklyn
50,Limited Free,ALTICEUSA,40.673727,-73.934867,1002317.248,184740.0364,Indoor,Brooklyn,Brooklyn
51,Limited Free,ALTICEUSA,40.673695,-73.934935,1002298.394,184728.3639,Indoor,Brooklyn,Brooklyn
52,Limited Free,ALTICEUSA,40.811544,-73.914138,1008018.049,234956.1003,Indoor,Bronx,Bronx
53,Limited Free,SPECTRUM,40.719789,-73.981466,989387.5973,201515.6131,Outdoor,New York,Manhattan
54,Limited Free,SPECTRUM,40.720005,-73.981438,989395.3424,201594.3101,Indoor,New York,Manhattan
55,Limited Free,SPECTRUM,40.812681,-73.939357,1001036.719,235364.5119,Indoor,New York,Manhattan
56,Limited Free,SPECTRUM,40.812681,-73.939357,1001036.719,235364.5119,Indoor,New York,Manhattan
57,Limited Free,SPECTRUM,40.812681,-73.939357,1001036.719,235364.5119,Outdoor,New York,Manhattan
58,Limited Free,SPECTRUM,40.812681,-73.939357,1001036.719,235364.5119,Indoor,New York,Manhattan
59,Limited Free,SPECTRUM,40.812681,-73.939357,1001036.719,235364.5119,Indoor,New York,Manhattan
60,Limited Free,SPECTRUM,40.812681,-73.939357,1001036.719,235364.5119,Indoor,New York,Manhattan
61,Limited Free,SPECTRUM,40.812681,-73.939357,1001036.719,235364.5119,Indoor,New York,Manhattan
62,Limited Free,SPECTRUM,40.733142,-73.870981,1020006.698,206406.3139,Outdoor TWC Aerial,Queens,Queens
63,Limited Free,SPECTRUM,40.733186,-73.871128,1019965.934,206422.2844,Outdoor TWC Aerial,Queens,Queens
64,Limited Free,SPECTRUM,40.742094,-73.961265,994983.6911,209643.8511,Outdoor,Queens,Queens
65,Limited Free,SPECTRUM,40.741994,-73.961256,994986.201,209607.4188,Outdoor,Queens,Queens
66,Free,NYCHA,40.695009,-73.979547,989921.594,192487.6318,Outdoor,Brooklyn,Brooklyn
67,Free,NYCHA,40.694623,-73.979909,989821.2428,192346.9776,Outdoor,Brooklyn,Brooklyn
68,Free,NYCHA,40.694137,-73.979813,989847.9048,192169.9195,Outdoor,Brooklyn,Brooklyn
69,Free,NYCHA,40.69454,-73.979416,989957.9604,192316.7699,Outdoor,Brooklyn,Brooklyn
70,Free,NYCHA,40.694626,-73.97518,991132.6093,192348.4067,Outdoor,Brooklyn,Brooklyn
71,Free,NYCHA,40.694892,-73.975416,991067.1386,192445.2999,Outdoor,Brooklyn,Brooklyn
72,Free,NYCHA,40.694868,-73.975024,991175.8434,192436.5866,Outdoor,Brooklyn,Brooklyn
73,Free,NYCHA,40.694394,-73.975054,991167.5738,192263.8921,Outdoor,Brooklyn,Brooklyn
74,Free,NYCHA,40.694557,-73.975336,991089.357,192323.2558,Outdoor,Brooklyn,Brooklyn
82,Free,NYCHA,40.693442,-73.973193,991683.7706,191917.13,Outdoor,Brooklyn,Brooklyn
9368,Free,LinkNYC - Citybridge,40.784612,-73.973407,991614.2901,225133.3214,Outdoor Kiosk,New York,Manhattan
9369,Free,LinkNYC - Citybridge,40.740894,-73.978561,990190.9772,209205.0067,Outdoor Kiosk,New York,Manhattan
9370,Free,LinkNYC - Citybridge,40.732909,-74.003877,983175.5157,206294.9558,Outdoor Kiosk,New York,Manhattan
9371,Free,LinkNYC - Citybridge,40.720983,-74.006488,982451.4906,201950.3254,Outdoor Kiosk,New York,Manhattan
9372,Free,LinkNYC - Citybridge,40.741225,-73.978935,990087.4141,209325.5863,Outdoor Kiosk,New York,Manhattan
9373,Free,LinkNYC - Citybridge,40.742322,-73.985381,988301.0672,209724.9053,Outdoor Kiosk,New York,Manhattan
9374,Free,LinkNYC - Citybridge,40.753139,-73.907454,1009890.9,213679.1325,Outdoor Kiosk,Queens,Queens
9375,Free,LinkNYC - Citybridge,40.755088,-73.973276,991653.9103,214376.8847,Outdoor Kiosk,New York,Manhattan
9376,Free,LinkNYC - Citybridge,40.742069,-73.977694,990430.9874,209633.018,Outdoor Kiosk,New York,Manhattan
9377,Free,LinkNYC - Citybridge,40.737886,-73.996604,985191.0829,208108.5522,Outdoor Kiosk,New York,Manhattan
9378,Free,LinkNYC - Citybridge,40.80682,-73.917657,1007045.438,233233.8773,Outdoor Kiosk,Bronx,Bronx
9379,Free,LinkNYC - Citybridge,40.727803,-74.005232,982799.7997,204435.0098,Outdoor Kiosk,New York,Manhattan
9380,Free,LinkNYC - Citybridge,40.76066,-73.998203,984747.8674,216405.6725,Outdoor Kiosk,New York,Manhattan
9381,Free,LinkNYC - Citybridge,40.777241,-73.978629,990168.7921,222447.4788,Outdoor Kiosk,New York,Manhattan
9382,Free,LinkNYC - Citybridge,40.854876,-73.92939,1003783.424,250739.6678,Outdoor Kiosk,New York,Manhattan
134,Free,AT&T,40.7931,-73.9354,1002137.325,228231.2506,Outdoor,New York,Manhattan
9383,Free,LinkNYC - Citybridge,40.805114,-73.966788,993444.5142,232603.4486,Outdoor Kiosk,New York,Manhattan
9384,Free,LinkNYC - Citybridge,40.816188,-73.909917,1009184.86,236649.3249,Outdoor Kiosk,Bronx,Bronx
9385,Free,LinkNYC - Citybridge,40.75391,-73.900094,1011929.595,213962.3526,Outdoor Kiosk,Queens,Queens
9386,Free,LinkNYC - Citybridge,40.738278,-74.005671,982678.3851,208251.1587,Outdoor Kiosk,New York,Manhattan
9387,Free,LinkNYC - Citybridge,40.789622,-73.970024,992550.6545,226958.8399,Outdoor Kiosk,New York,Manhattan
9388,Free,LinkNYC - Citybridge,40.762336,-73.993368,986087.2929,217016.4681,Outdoor Kiosk,New York,Manhattan
9389,Free,LinkNYC - Citybridge,40.741502,-73.993593,986025.5432,209425.8765,Outdoor Kiosk,New York,Manhattan
9390,Free,LinkNYC - Citybridge,40.815998,-73.908242,1009648.402,236580.4,Outdoor Kiosk,Bronx,Bronx
9391,Free,LinkNYC - Citybridge,40.790444,-73.969155,992791.0546,227258.6613,Outdoor Kiosk,New York,Manhattan
9392,Free,LinkNYC - Citybridge,40.715027,-74.006772,982372.6664,199780.3529,Outdoor Kiosk,New York,Manhattan
9393,Free,LinkNYC - Citybridge,40.756638,-73.986634,987953.1033,214940.6622,Outdoor Kiosk,New York,Manhattan
9394,Free,LinkNYC - Citybridge,40.714209,-74.006512,982444.8153,199482.0446,Outdoor Kiosk,New York,Manhattan
9395,Free,LinkNYC - Citybridge,40.804706,-73.912933,1008354.192,232464.9303,Outdoor Kiosk,Bronx,Bronx
9396,Free,LinkNYC - Citybridge,40.791794,-73.968177,993061.8632,227750.5114,Outdoor Kiosk,New York,Manhattan
9397,Free,LinkNYC - Citybridge,40.813128,-73.908991,1009442.111,235534.7627,Outdoor Kiosk,Bronx,Bronx
9398,Free,LinkNYC - Citybridge,40.674039,-73.956826,996225.8783,184849.8939,Outdoor Kiosk,Brooklyn,Brooklyn
9399,Free,LinkNYC - Citybridge,40.754507,-73.893639,1013717.746,214181.8224,Outdoor Kiosk,Queens,Queens
9400,Free,LinkNYC - Citybridge,40.739156,-73.999381,984421.4307,208570.9989,Outdoor Kiosk,New York,Manhattan
9401,Free,LinkNYC - Citybridge,40.793402,-73.967005,993385.9965,228336.4375,Outdoor Kiosk,New York,Manhattan
9402,Free,LinkNYC - Citybridge,40.789541,-73.969644,992655.7457,226929.5181,Outdoor Kiosk,New York,Manhattan
9403,Free,LinkNYC - Citybridge,40.698956,-73.938932,1001183.152,193930.7937,Outdoor Kiosk,Brooklyn,Brooklyn
9404,Free,LinkNYC - Citybridge,40.698876,-73.938447,1001317.75,193901.9127,Outdoor Kiosk,Brooklyn,Brooklyn
9405,Free,LinkNYC - Citybridge,40.755835,-73.881778,1017003.23,214669.868,Outdoor Kiosk,Queens,Queens
9406,Free,LinkNYC - Citybridge,40.756577,-73.97047,992431.1539,214919.4797,Outdoor Kiosk,New York,Manhattan
9407,Free,LinkNYC - Citybridge,40.742125,-74.004363,983040.8718,209652.7475,Outdoor Kiosk,New York,Manhattan
9408,Free,LinkNYC - Citybridge,40.823646,-73.91403,1008043.634,239365.4275,Outdoor Kiosk,Bronx,Bronx
9409,Free,LinkNYC - Citybridge,40.752476,-73.970116,992529.7377,213425.3857,Outdoor Kiosk,New York,Manhattan
9410,Free,LinkNYC - Citybridge,40.70104,-73.824719,1032851.27,194732.8672,Outdoor Kiosk,Queens,Queens
129,Limited Free,SPECTRUM,40.846889,-73.941333,1000481.391,247827.3682,Outdoor,New York,Manhattan
130,Limited Free,SPECTRUM,40.846472,-73.941722,1000373.868,247675.3676,Outdoor,New York,Manhattan
131,Limited Free,SPECTRUM,40.8462,-73.941347,1000477.686,247576.3369,Outdoor,New York,Manhattan
132,Limited Free,SPECTRUM,40.846444,-73.939981,1000855.56,247665.4913,Outdoor,New York,Manhattan
133,Limited Free,SPECTRUM,40.846686,-73.940883,1000605.942,247753.4911,Indoor,New York,Manhattan
135,Free,AT&T,40.777,-73.9252,1004966.648,222367.721,Outdoor,Queens,Queens
136,Free,AT&T,40.7221,-73.8466,1026770.757,202394.2688,Outdoor,Queens,Queens
137,Free,AT&T,40.6173,-74.1063,954738.4924,164193.3252,Outdoor,Staten Island,Staten Island
138,Limited Free,SPECTRUM,40.846562,-73.94086,1000612.336,247708.3176,Indoor,New York,Manhattan
139,Limited Free,SPECTRUM,40.846383,-73.940706,1000654.988,247643.1301,Indoor,New York,Manhattan
140,Limited Free,SPECTRUM,40.824778,-73.942178,1000252.923,239771.3565,Outdoor,New York,Manhattan
141,Limited Free,SPECTRUM,40.824131,-73.942464,1000173.924,239535.5787,Indoor,New York,Manhattan
142,Limited Free,SPECTRUM,40.824131,-73.942464,1000173.924,239535.5787,Indoor,New York,Manhattan
143,Limited Free,SPECTRUM,40.824131,-73.942464,1000173.924,239535.5787,Indoor,New York,Manhattan
144,Limited Free,SPECTRUM,40.824131,-73.942464,1000173.924,239535.5787,Indoor,New York,Manhattan
145,Free,AT&T,40.589,-74.0667,965724.5777,153872.0535,Outdoor,Staten Island,Staten Island
146,Free,AT&T,40.7148,-74.0028,983473.786,199697.4366,Outdoor,New York,Manhattan
147,Free,AT&T,40.7265,-73.9817,989322.2221,203960.6236,Outdoor,New York,Manhattan
148,Limited Free,AT&T,40.7432,-73.8443,1027394.627,210082.7725,Outdoor,Queens,Queens
9411,Free,LinkNYC - Citybridge,40.742419,-74.004444,983018.512,209759.7529,Outdoor Kiosk,New York,Manhattan
9412,Free,LinkNYC - Citybridge,40.798717,-73.963115,994462.2508,230273.1823,Outdoor Kiosk,New York,Manhattan
9413,Free,LinkNYC - Citybridge,40.69414,-73.850569,1025687.929,192205.8355,Outdoor Kiosk,Queens,Queens
9414,Free,LinkNYC - Citybridge,40.755015,-73.968276,993039.0842,214350.6121,Outdoor Kiosk,New York,Manhattan
188,Free,Downtown Brooklyn,40.686371,-73.978541,990201.3857,189340.622,Outdoor,Brooklyn,Brooklyn
9415,Free,LinkNYC - Citybridge,40.755812,-73.964595,994058.8562,214641.2739,Outdoor Kiosk,New York,Manhattan
9416,Free,LinkNYC - Citybridge,40.756264,-73.964182,994173.2959,214805.9477,Outdoor Kiosk,New York,Manhattan
9425,Free,Fiberless,40.69039,-74.01996,978714.6769,190804.7629,Outdoor,New York,Manhattan
9426,Free,Fiberless,40.69013,-74.01934,978886.5949,190709.9988,Outdoor,New York,Manhattan
9427,Free,Fiberless,40.69071,-74.01957,978822.8581,190921.3239,Outdoor,New York,Manhattan
9428,Free,Fiberless,40.69026,-74.01915,978939.2964,190757.35,Outdoor,New York,Manhattan
9429,Free,Fiberless,40.68919,-74.01826,979186.0311,190367.465,Outdoor,New York,Manhattan
9430,Free,Fiberless,40.68933,-74.01805,979244.2801,190418.459,Outdoor,New York,Manhattan
9431,Free,Fiberless,40.68855,-74.01812,979224.8085,190134.2862,Outdoor,New York,Manhattan
9432,Free,Fiberless,40.68816,-74.01804,979246.9655,189992.1932,Outdoor,New York,Manhattan
8330,Free,LinkNYC - Citybridge,40.81738,-73.917078,1007202.158,237081.5164,Outdoor Kiosk,Bronx,Bronx
8331,Free,LinkNYC - Citybridge,40.818017,-73.916791,1007281.425,237313.5723,Outdoor Kiosk,Bronx,Bronx
8332,Free,LinkNYC - Citybridge,40.822519,-73.91069,1008968.401,238955.5638,Outdoor Kiosk,Bronx,Bronx
8333,Free,LinkNYC - Citybridge,40.822338,-73.909427,1009317.933,238890.0246,Outdoor Kiosk,Bronx,Bronx
8334,Free,LinkNYC - Citybridge,40.812079,-73.92659,1004571.068,235147.8634,Outdoor Kiosk,Bronx,Bronx
8335,Free,LinkNYC - Citybridge,40.812557,-73.926244,1004666.698,235322.2932,Outdoor Kiosk,Bronx,Bronx
